target,text
0,"['happen', 'r', 'wat', 'want', 'come', 'ill', 'get', 'medic', 'insur', 'abl', 'deliv', 'basic', 'care', 'current', 'shop', 'right', 'medic', 'insur', 'give', 'til', 'friday', 'morn', 'that', 'see', 'major', 'person', 'guid', 'right', 'insur']"
0,"['mmmm', 'cant', 'wait', 'lick']"
0,"['bit', 'ur', 'smile', 'hppnss', 'drop', 'ur', 'tear', 'sorrow', 'part', 'ur', 'heart', 'life', 'heart', 'like', 'mine', 'wil', 'care', 'u', 'forevr', 'goodfriend']"
0,"['mean', 'get', 'door']"
0,"['sister', 'belong', 'famili', 'hope', 'tomorrow', 'pray', 'fate', 'shoranur', 'train', 'incid', 'let', 'hold', 'hand', 'togeth', 'amp', 'fuell', 'love', 'amp', 'concern', 'prior', 'grief', 'amp', 'pain', 'pl', 'join', 'di', 'chain', 'amp', 'pass', 'stop', 'violenc', 'women']"
0,"['lol', 'would', 'despit', 'cramp', 'like', 'girl']"
0,"['pl', 'pl', 'drink', 'plenti', 'plenti', 'water']"
0,"['hand', 'phone', 'chat', 'wit', 'u']"
1,"['special', 'select', 'receiv', 'award', 'call', 'line', 'close', 'cost', 'cs', 'appli', 'ag', 'promo']"
0,"['want', 'wish', 'happi', 'new', 'year', 'want', 'talk', 'legal', 'advic', 'gari', 'split', 'person', 'make', 'trip', 'ptbo', 'hope', 'everyth', 'good', 'babe', 'love', 'ya']"
0,"['friend', 'help', 'us', 'problem', 'give', 'stupid', 'suggest', 'land', 'us', 'anoth', 'problem', 'help', 'us', 'forgt', 'previou', 'problem']"
0,"['finish', 'work', 'yet']"
0,"['got', 'ur', 'favorit', 'oyster', 'n', 'got', 'favorit', 'sashimi', 'ok', 'lar', 'dun', 'say', 'alreadi', 'wait', 'ur', 'stomach', 'start', 'rumbl']"
1,"['urgent', 'mobil', 'number', 'award', 'bonu', 'caller', 'prize', 'call', 'land', 'line', 'valid']"
0,"['go', 'fool', 'dont', 'cheat', 'other', 'ok']"
0,"['tri', 'find', 'chines', 'food', 'place', 'around']"
0,"['aight', 'lem', 'know']"
0,"['wont', 'wat', 'wit', 'guy']"
0,"['like', 'made', 'throw', 'smoke', 'friend', 'car', 'one', 'time', 'awesom']"
0,"['cant', 'get', 'da', 'laptop', 'matric', 'card', 'wif', 'lei']"
0,"['dear', 'reach', 'railway', 'happen']"
0,"['nan', 'sonathaya', 'soladha', 'boss']"
0,"['hey', 'thk', 'juz', 'go', 'accordin', 'wat', 'discuss', 'yest', 'lor', 'except', 'kb', 'sun', 'co', 'nt', 'much', 'lesson', 'go', 'attend', 'kb', 'sat']"
0,"['pain', 'could', 'come', 'wors', 'time']"
0,['beerag']
0,"['gon', 'na', 'go', 'get', 'taco']"
0,['nite']
1,"['new', 'messag', 'pleas', 'call']"
0,"['take', 'away', 'money', 'worri']"
0,"['yo', 'yo', 'yo', 'byatch', 'whassup']"
0,"['usual', 'bodi', 'take', 'care', 'buy', 'make', 'sure', 'doesnt', 'progress', 'pl', 'continu', 'talk', 'saturday']"
1,"['import', 'inform', 'orang', 'user', 'today', 'ur', 'lucki', 'day', 'find', 'log', 'onto', 'http', 'fantast', 'prizeawait']"
0,"['ìï', 'send', 'content', 'page']"
0,"['still', 'check', 'da']"
0,"['oop', 'sorri', 'check', 'mind', 'pick', 'tomo', 'half', 'eight', 'station', 'would', 'ok']"
0,"['gon', 'na', 'say', 'sorri', 'would', 'normal', 'start', 'panic', 'time', 'sorri', 'see', 'tuesday']"
0,"['gone', 'get', 'info', 'bt', 'dont', 'know']"
0,"['hi', 'alway', 'onlin', 'yahoo', 'would', 'like', 'chat', 'someday']"
0,"['cool', 'text', 'readi']"
0,"['hi', 'di', 'yiju', 'would', 'happi', 'work', 'wif']"
0,"['make', 'lasagna', 'vodka']"
0,"['hmm', 'uncl', 'inform', 'pay', 'school', 'directli', 'pl', 'buy', 'food']"
0,"['well', 'lot', 'thing', 'happen', 'lindsay', 'new', 'year', 'sigh', 'bar', 'ptbo', 'blue', 'heron', 'someth', 'go']"
0,"['ok', 'walik', 'ard', 'u', 'wan', 'buy', 'anyth', 'go', 'ur', 'hous']"
0,"['oh', 'outsid', 'player', 'allow', 'play', 'know']"
0,"['thnx', 'dude', 'u', 'guy']"
0,"['cbe', 'realli', 'good', 'nowaday', 'lot', 'shop', 'showroom', 'citi', 'shape', 'good']"
0,"['cp', 'caus', 'outag', 'conserv', 'energi']"
0,"['sad', 'puppi', 'nois']"
0,"['yunni', 'walk', 'citylink', 'faster', 'come', 'hungri']"
0,"['realis', 'busi', 'guy', 'tri', 'bother', 'get', 'exam', 'outta', 'way', 'tri', 'car', 'day']"
1,"['accordingli', 'repeat', 'text', 'word', 'ok', 'mobil', 'phone', 'send']"
0,"['also', 'came', 'room']"
0,"['hello', 'got', 'st', 'long', 'way', 'cold', 'keep', 'post']"
0,"['lol', 'ouch', 'wish', 'stay', 'bit', 'longer']"
0,"['huh', 'mean', 'comput', 'scienc', 'like', 'dat', 'one', 'push', 'n']"
0,"['cook', 'rather', 'nice', 'salmon', 'la']"
0,"['big', 'realli', 'scrape', 'barrel', 'shower', 'social', 'misfit']"
0,"['mean', 'left', 'earli', 'check', 'co', 'work']"
0,"['dont', 'want', 'hear', 'anyth']"
0,"['oh', 'sorri', 'pleas']"
0,"['idc', 'get', 'weasel', 'way', 'shit', 'twice', 'row']"
0,"['drinkin', 'ok']"
0,"['wonder', 'okor', 'great', 'month', 'cherish', 'guy', 'wish', 'well', 'day', 'mojibiola']"
1,"['urgent', 'mobil', 'number', 'award', 'prize', 'guarante', 'call', 'land', 'line', 'claim', 'valid']"
0,"['aight', 'see', 'bit']"
0,"['sorri', 'mate', 'phone', 'didnt', 'write', 'love', 'kate']"
0,"['wat', 'ur', 'opinion', 'abt', 'abt', 'charact']"
0,"['edrunk', 'sorri', 'iff', 'pthi', 'make', 'dancc', 'drum', 'n', 'basq', 'ihav', 'fun', 'x', 'ro']"
1,"['contact', 'date', 'servic', 'someon', 'know', 'find', 'call', 'land', 'line']"
0,"['messag', 'sent', 'askin', 'lt', 'gt', 'dollar', 'shoul', 'pay', 'lt', 'gt', 'lt', 'gt']"
0,"['nah', 'dub', 'je', 'still', 'buff']"
0,"['well', 'know', 'z', 'take', 'care', 'worri']"
0,"['send', 'email', 'mind', 'lt', 'gt', 'time', 'per', 'night']"
0,"['dear', 'go', 'rubber', 'place']"
0,"['bluray', 'player']"
0,"['call', 'check', 'life', 'begin', 'qatar', 'pl', 'pray', 'hard']"
0,"['reach', 'anoth']"
0,"['take', 'mokka', 'player']"
0,"['hello', 'good', 'week', 'fanci', 'drink', 'someth', 'later']"
0,"['kalli', 'wont', 'play', 'first', 'two', 'odi']"
0,"['real', 'u', 'get', 'yo', 'need', 'ticket', 'one', 'jacket', 'done', 'alreadi', 'use', 'multi']"
0,['go']
0,"['yup', 'bath', 'liao']"
0,"['mode', 'men', 'left']"
0,"['u', 'turn', 'heater', 'heater', 'set', 'lt', 'gt', 'degre']"
0,"['wait', 'call', 'sir']"
0,"['still', 'grinder']"
0,"['get', 'gift', 'year', 'didnt', 'get', 'anyth', 'bad']"
0,"['haha', 'cant', 'tmr', 'forfeit', 'haha']"
0,"['hurri', 'home', 'u', 'big', 'butt', 'hang', 'last', 'caller', 'u', 'food', 'done', 'starv', 'ask', 'cook']"
1,"['talk', 'sexi', 'make', 'new', 'friend', 'fall', 'love', 'world', 'discreet', 'text', 'date', 'servic', 'text', 'vip', 'see', 'could', 'meet']"
0,"['fine', 'absolutli', 'fine']"
0,"['oper', 'lt', 'gt']"
0,"['list', 'buyer']"
1,"['back', 'work', 'half', 'term', 'u', 'c', 'sexi', 'passion', 'go', 'back', 'chat', 'luv', 'dena', 'call']"
0,"['ìï', 'come', 'lt', 'n', 'pass', 'lar']"
0,"['check', 'room', 'befor', 'activ']"
0,"['rose', 'red', 'red', 'blood', 'blood', 'heart', 'heart', 'u', 'send', 'ti', 'ur', 'friend', 'includ', 'u', 'like', 'u', 'get', 'back', 'r', 'poor', 'relat', 'need', 'support', 'r', 'frnd', 'mani', 'luv', 'u', 'pray', 'god', 'marri', 'tri']"
0,"['u', 'made', 'appoint']"
0,"['great', 'safe', 'trip', 'dont', 'panic', 'surrend']"
0,"['messag', 'great', 'doctor', 'india', 'drink', 'appi', 'fizz', 'contain', 'cancer', 'caus', 'age']"
0,"['sorri', 'call', 'later', 'meet']"
0,"['good', 'r', 'u', 'work']"
0,"['meet', 'call', 'later']"
0,"['dear', 'deni', 'word', 'pleas']"
0,"['futur', 'plan', 'tomorrow', 'result', 'today', 'best', 'present', 'enjoy', 'futur']"
0,"['get', 'readi', 'moan', 'scream']"
0,"['send', 'ur', 'friend', 'receiv', 'someth', 'ur', 'voic', 'speak', 'express', 'attitud', 'lt', 'gt', 'lt', 'gt', 'repli']"
0,"['morn', 'ok']"
0,"['hi', 'darlin', 'kate', 'u', 'doin', 'somethin', 'tonight', 'im', 'go', 'pub', 'call', 'swan', 'someth', 'parent', 'one', 'drink', 'phone', 'u']"
0,"['everi', 'day', 'use', 'sleep', 'lt', 'gt']"
0,"['umma', 'life', 'vava', 'umma', 'love', 'lot', 'dear']"
0,"['super', 'msg', 'da', 'nalla', 'time']"
0,"['oh', 'ask', 'fun', 'haha', 'take', 'care']"
0,"['yeah', 'would', 'leav', 'hour', 'least', 'sound']"
0,"['gumbi', 'special', 'lt', 'gt', 'chees', 'pizza', 'know', 'doin', 'tonight']"
0,"['think', 'wait', 'bu', 'inform', 'get', 'ever', 'get']"
1,"['bought', 'one', 'rington', 'get', 'text', 'cost', 'pound', 'offer', 'tone', 'etc']"
0,"['take', 'italian', 'food', 'pretti', 'dress', 'panti']"
0,"['well', 'glad', 'find', 'total', 'disagre', 'lol']"
0,"['come', 'karnan', 'car', 'pleas', 'wait', 'till', 'directli', 'goto', 'doctor']"
0,"['sound', 'better', 'even', 'im', 'costum', 'im', 'sure', 'time', 'finish', 'tomorrow', 'txt', 'end']"
0,"['ur', 'chang', 'da', 'report', 'big', 'co', 'alreadi', 'made', 'chang', 'da', 'previou', 'report']"
0,"['lol', 'well', 'qualiti', 'aint', 'bad', 'aint', 'complain']"
0,"['jolli', 'good', 'way', 'give', 'u', 'ticket', 'sat', 'eve', 'speak', 'x']"
0,"['ye', 'babi', 'need', 'stretch', 'open', 'pussi']"
0,"['gentleman', 'treat', 'digniti', 'respect']"
0,"['u', 'havenåõt', 'lost', 'ill', 'alway', 'b', 'didnåõt', 'intend', 'hurt', 'u', 'never', 'knew', 'u', 'felt', 'thatåõ', 'careabout', 'u']"
0,"['hello', 'love', 'went', 'day', 'alright', 'think', 'sweet', 'send', 'jolt', 'heart', 'remind', 'love', 'hear', 'scream', 'across', 'sea', 'world', 'hear', 'ahmad', 'al', 'hallaq', 'love', 'own', 'possess', 'passion', 'kiss']"
0,"['dude', 'avatar', 'imp', 'one', 'point', 'thought', 'actual', 'fli', 'room', 'almost', 'tri', 'hittng', 'one', 'reflex']"
0,"['import', 'prevent', 'dehydr', 'give', 'enough', 'fluid']"
0,"['donno', 'scorabl']"
0,[]
0,"['nope', 'think', 'go', 'monday', 'sorri', 'repli', 'late']"
0,"['fyi', 'take', 'quick', 'shower', 'epsilon', 'like', 'lt', 'gt', 'min']"
0,"['ok', 'way', 'railway']"
0,"['worri', 'hope', 'photo', 'shoot', 'went', 'well', 'spif', 'fun', 'workag']"
0,"['thought', 'bout', 'drink', 'tap', 'spile', 'seven', 'pub', 'ga', 'st', 'broad', 'st', 'canal', 'ok']"
0,"['time', 'come', 'later']"
0,"['knew', 'u', 'slept', 'v', 'late', 'yest', 'wake', 'late']"
0,"['go', 'open', 'room', 'thanksgiv', 'without', 'upcharg']"
0,"['said', 'gon', 'na', 'snow', 'start', 'around', 'pm', 'tonit', 'predict', 'inch', 'accumul']"
0,"['per', 'request', 'alaipayuth', 'set', 'callertun', 'caller', 'press', 'copi', 'friend', 'callertun']"
1,"['splashmobil', 'choos', 'tone', 'wk', 'subscrit', 'servic', 'weekli', 'tone', 'cost', 'u', 'one', 'credit', 'kick', 'back', 'enjoy']"
0,"['da', 'car', 'park']"
1,"['winner', 'special', 'select', 'receiv', 'cash', 'award', 'speak', 'live', 'oper', 'claim', 'call', 'cost']"
0,"['probabl', 'money', 'worri', 'thing', 'come', 'due', 'sever', 'outstand', 'invoic', 'work', 'two', 'three', 'month', 'ago']"
0,"['look', 'like', 'u', 'wil', 'b', 'get', 'headstart', 'im', 'leav', 'bout', 'u', 'r', 'desper', 'compani', 'could', 'head', 'goin', 'meet', 'rummer']"
0,"['lol', 'grr', 'mom', 'take', 'forev', 'prescript', 'pharmaci', 'like', 'minut', 'away', 'ugh']"
0,"['use', 'foreign', 'stamp', 'whatev', 'send']"
0,"['tell', 'address']"
0,"['well', 'littl', 'time', 'thing', 'good', 'time', 'ahead']"
0,"['hello', 'damn', 'christma', 'thing', 'think', 'decid', 'keep', 'doesnt', 'work']"
0,"['okay', 'seen', 'pick', 'friday']"
0,"['ok', 'im', 'sure', 'time', 'finish', 'tomorrow', 'wan', 'na', 'spend', 'even', 'co', 'would', 'vewi', 'vewi', 'lubli', 'love', 'xxx']"
1,"['sim', 'subscrib', 'select', 'receiv', 'bonu', 'get', 'deliv', 'door', 'txt', 'word', 'ok', 'claim', 'exp']"
1,"['pleas', 'call', 'custom', 'servic', 'repres', 'guarante', 'cash', 'prize']"
0,"['fine', 'got', 'enough', 'bud', 'last', 'night', 'least']"
0,"['haha', 'figur', 'well', 'found', 'piec', 'priscilla', 'bowl']"
0,"['si', 'lor', 'juz', 'watch', 'italian', 'job']"
0,"['dude', 'sux', 'snake', 'got', 'old', 'raiden', 'got', 'buff']"
0,"['also', 'sir', 'sent', 'email', 'log', 'usc', 'payment', 'portal', 'send', 'anoth', 'messag', 'explain', 'thing', 'back', 'home', 'great', 'weekend']"
0,"['mean', 'websit', 'ye']"
0,"['man', 'carlo', 'definit', 'come', 'mu', 'tonight', 'excus']"
0,"['room', 'need']"
0,"['set', 'place', 'heart', 'mind', 'mind', 'easili', 'forget', 'heart', 'alway', 'rememb', 'wish', 'happi', 'valentin', 'day']"
0,"['send', 'pic', 'like']"
1,"['santa', 'call', 'would', 'littl', 'one', 'like', 'call', 'santa', 'xma', 'eve', 'call', 'book', 'time']"
0,"['sound', 'like', 'someth', 'someon', 'test', 'would', 'sayi']"
0,"['wat', 'make', 'peopl', 'dearer', 'de', 'happi', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem']"
1,"['someon', 'contact', 'date', 'servic', 'enter', 'phone', 'fanci', 'find', 'call', 'landlin']"
0,"['go', 'sao', 'mu', 'today', 'done']"
0,"['come', 'din', 'c', 'yup', 'cut', 'hair']"
0,"['da', 'stupid', 'da', 'alway', 'send', 'like', 'believ', 'mental']"
0,"['babe', 'u', 'enjoyin', 'yourjob', 'u', 'seem', 'b', 'gettin', 'well', 'hunni', 'hope', 'ure', 'ok', 'take', 'care', 'iåõllspeak', 'soonlot', 'lovem']"
0,"['cool', 'fun', 'practic', 'make', 'babi']"
0,"['ok', 'arm', 'feel', 'weak', 'cuz', 'got', 'shot', 'go', 'anoth', 'time']"
0,"['get', 'home']"
1,"['urgent', 'mobil', 'award', 'bonu', 'caller', 'prize', 'attempt', 'contact', 'call']"
0,"['sound', 'gd', 'haha', 'wah', 'u', 'yan', 'jiu', 'fast', 'liao']"
0,"['great', 'comedi', 'cant', 'stop', 'laugh', 'da']"
0,"['hope', 'alright', 'babe', 'worri', 'might', 'felt', 'bit', 'despar', 'learn', 'job', 'fake', 'wait', 'come', 'back', 'love']"
0,"['insid', 'offic', 'still', 'fill', 'know', 'leav']"
1,"['dear', 'voucher', 'holder', 'next', 'meal', 'us', 'use', 'follow', 'link', 'pc', 'enjoy', 'dine', 'experiencehttp']"
0,"['hmmm', 'k', 'want', 'chang', 'field', 'quickli', 'da', 'wan', 'na', 'get', 'system', 'administr', 'network', 'administr']"
1,"['hard', 'live', 'chat', 'choos', 'girl', 'connect', 'live', 'call', 'cheap', 'chat', 'uk', 'biggest', 'live', 'servic', 'vu']"
1,"['nokia', 'get', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia']"
0,"['love', 'give', 'massag', 'use', 'lot', 'babi', 'oil', 'fave', 'posit']"
0,"['sleep', 'surf']"
0,"['u', 'call', 'lunch']"
0,"['let', 'ur', 'heart', 'ur', 'compass', 'ur', 'mind', 'ur', 'map', 'ur', 'soul', 'ur', 'guid', 'u', 'never', 'loos', 'world', 'gnun', 'sent', 'via']"
1,"['win', 'shop', 'spree', 'everi', 'week', 'start', 'play', 'text', 'store', 'skilgm']"
0,"['later', 'guess', 'needa', 'mcat', 'studi']"
1,"['congrat', 'mobil', 'videophon', 'r', 'call', 'videochat', 'wid', 'mate', 'play', 'java', 'game', 'dload', 'polyph', 'music', 'nolin', 'rentl']"
0,"['look', 'ami', 'ure', 'beauti', 'intellig', 'woman', 'like', 'u', 'lot', 'know', 'u', 'donåõt', 'like', 'like', 'donåõt', 'worri']"
0,"['hello', 'lover', 'goe', 'new', 'job', 'happi', 'think', 'wake', 'slave', 'send', 'teas', 'kiss', 'across', 'sea']"
0,"['watch', 'surya', 'movi', 'pm', 'vijay', 'movi', 'pokkiri']"
0,"['oh', 'ic', 'thought', 'meant', 'mari', 'jane']"
0,"['guy', 'car', 'shop', 'flirt', 'got', 'phone', 'number', 'paperwork', 'call', 'text', 'nervou', 'cours', 'may', 'address', 'call', 'boss', 'tell', 'know', 'may', 'get', 'fire']"
1,"['forward', 'pleas', 'call', 'immedi', 'urgent', 'messag', 'wait']"
1,"['guess', 'first', 'time', 'creat', 'web', 'page', 'read', 'wrote', 'wait', 'opinion', 'want', 'friend']"
0,"['said', 'kiss', 'kiss', 'ca', 'sound', 'effect', 'gorgeou', 'man', 'kind', 'person', 'need', 'smile', 'brighten', 'day']"
0,"['thank', 'da', 'thangam', 'feel', 'happi', 'dear', 'also', 'miss', 'da']"
0,"['eat', 'shit', 'wait', 'ur', 'monkey', 'face', 'bitch', 'u', 'asshol']"
0,"['heehe', 'funni', 'tho']"
0,"['dear', 'know', 'lt', 'gt', 'th', 'lt', 'gt', 'th', 'birthday', 'love', 'gopalettan', 'plan', 'give', 'small', 'gift', 'day', 'like', 'particip', 'welcom', 'pleas', 'contact', 'admin', 'team', 'detail']"
0,"['ok', 'da', 'alreadi', 'plan', 'wil', 'pick']"
1,"['hope', 'enjoy', 'new', 'content', 'text', 'stop', 'unsubscrib', 'provid']"
0,"['good', 'need', 'done', 'ye', 'pleas', 'tell', 'number', 'could', 'ring']"
0,"['well', 'keep', 'mind', 'got', 'enough', 'ga', 'one', 'round', 'trip', 'bar', 'sudden', 'influx', 'cash']"
0,"['mean', 'februari', 'april', 'get', 'place', 'stay', 'hustl', 'back', 'forth', 'audit', 'season', 'sinc', 'sister', 'move', 'away', 'harlem']"
0,"['love', 'ass', 'enjoy', 'doggi', 'style']"
1,"['cmon', 'babe', 'make', 'horni', 'turn', 'txt', 'fantasi', 'babe', 'im', 'hot', 'sticki', 'need', 'repli', 'cost', 'cancel', 'send', 'stop']"
0,"['yup', 'lunch', 'buffet', 'u', 'eat', 'alreadi']"
0,"['mu', 'tri', 'figur', 'much', 'money', 'everyon', 'ga', 'alcohol', 'jay', 'tri', 'figur', 'weed', 'budget']"
0,"['hey', 'sathya', 'till', 'dint', 'meet', 'even', 'singl', 'time', 'saw', 'situat', 'sathya']"
0,"['co', 'darren', 'say', 'consid', 'mah', 'ask']"
0,"['said', 'look', 'pretti', 'wif', 'long', 'hair', 'wat', 'thk', 'cut', 'quit', 'short', 'leh']"
0,"['meanwhil', 'shit', 'suit', 'xavier', 'decid', 'give', 'us', 'lt', 'gt', 'second', 'warn', 'samantha', 'come', 'play', 'jay', 'guitar', 'impress', 'shit', 'also', 'think', 'doug', 'realiz', 'live', 'anymor']"
0,"['go', 'colleg', 'els', 'ill', 'come', 'self', 'pa']"
0,"['sorri', 'pain', 'ok', 'meet', 'anoth', 'night', 'spent', 'late', 'afternoon', 'casualti', 'mean', 'done', 'includ', 'time', 'sheet', 'sorri']"
0,"['hmm', 'think', 'lor']"
0,"['shhhhh', 'nobodi', 'suppos', 'know']"
0,"['ok', 'anybodi', 'ask', 'abt', 'u', 'tel']"
1,"['new', 'messag', 'call']"
0,"['yeah', 'wors']"
0,"['piss', 'talk', 'someon', 'realis', 'u', 'point', 'read', 'backward']"
0,"['much', 'would', 'cost', 'hire', 'hitman']"
0,"['onlyfound', 'afew', 'day']"
0,"['yet', 'ya', 'sapna', 'aunti', 'maneg', 'hogidh', 'chinnu', 'full', 'weak', 'swalpa', 'black', 'agidhan']"
0,"['come', 'sec', 'somebodi', 'want', 'see']"
0,"['mean', 'got', 'epi', 'fine']"
0,"['yeah', 'fine', 'get', 'ok']"
0,"['walk', 'hour', 'c', 'u', 'doesnåõt', 'show', 'care', 'wont', 'u', 'believ', 'im', 'seriou']"
0,"['said', 'would', 'woke']"
1,"['guess', 'somebodi', 'know', 'secretli', 'fanci', 'wan', 'na', 'find', 'give', 'us', 'call', 'landlin']"
0,"['sun', 'anti', 'sleep', 'medicin']"
1,"['u', 'secret', 'admir', 'look', 'make', 'contact', 'r', 'reveal', 'think', 'ur']"
0,"['time', 'thinkin', 'goin']"
0,"['wil', 'reach']"
0,"['honey', 'sweetheart', 'darl', 'sexi', 'bun', 'sugar', 'plum', 'loverboy', 'miss', 'boytoy', 'smack', 'ass', 'go', 'gym']"
0,"['oi', 'gon', 'na', 'ring']"
0,"['enter', 'cabin', 'pa', 'said', 'happi', 'boss', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invit', 'apart', 'went']"
0,"['printer', 'cool', 'mean', 'groovi', 'wine', 'groovi']"
0,"['god', 'good', 'sleep', 'dear', 'pray']"
0,"['anyth', 'special']"
1,"['stop', 'bootydeli', 'invit', 'friend', 'repli', 'see', 'stop', 'send', 'stop', 'frnd']"
0,"['awak', 'oh']"
0,"['lt', 'gt', 'buck', 'bank', 'fee', 'fix', 'better', 'call', 'bank', 'find']"
0,"['dhoni', 'luck', 'win', 'big', 'win']"
0,"['hiya', 'u', 'like', 'hlday', 'pic', 'look', 'horribl', 'took', 'mo', 'how', 'camp', 'amrca', 'thing', 'speak', 'soon', 'serena']"
0,"['hmph', 'go', 'head', 'big', 'baller']"
0,"['wana', 'plan', 'trip', 'sometm']"
0,"['idea', 'soon', 'get', 'convert', 'live']"
0,"['wan', 'meet', 'n', 'combin', 'part', 'da', 'rest', 'da', 'project', 'go']"
0,"['happen', 'interview']"
1,"['xma', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'dvd', 'doubl', 'min', 'txt', 'orang', 'call']"
0,"['dont', 'worri', 'day', 'big', 'lambu', 'ji', 'vl', 'come', 'til', 'enjoy', 'batchlor', 'parti']"
0,['alrit']
0,"['ìï', 'mean', 'confirm', 'tot', 'juz', 'say', 'oni', 'ok']"
0,"['tell', 'make', 'littl', 'spreadsheet', 'track', 'whose', 'idea', 'smoke', 'determin', 'entir', 'month', 'februari']"
0,"['good', 'even', 'sir', 'al', 'salam', 'happi', 'grace', 'god', 'got', 'offer', 'tayseer', 'tissco', 'allah', 'meet', 'visitor', 'india']"
0,"['nationwid', 'auto', 'centr', 'someth', 'like', 'newport', 'road', 'like']"
0,"['hey', 'book', 'kb', 'sat', 'alreadi', 'lesson', 'go', 'ah', 'keep', 'sat', 'night', 'free', 'need', 'meet', 'confirm', 'lodg']"
0,"['deep', 'sigh', 'miss', 'realli', 'surpris', 'gone', 'net', 'cafe', 'yet', 'get', 'miss']"
0,"['ur', 'lectur']"
0,"['miss', 'call', 'mumha', 'beendrop', 'red', 'wine', 'theplac', 'adress']"
0,"['babe', 'fuck', 'love', 'know', 'fuck', 'good', 'hear', 'voic', 'need', 'crave', 'ca', 'get', 'enough', 'ador', 'ahmad', 'kiss']"
0,"['gd', 'luck', 'ur', 'exam']"
0,"['feel', 'like', 'dick', 'keep', 'sleep', 'text', 'facebook', 'messag', 'sup', 'town']"
0,"['movi', 'collect', 'car', 'oredi']"
0,"['good', 'need', 'drug']"
0,"['still', 'grand', 'prix']"
0,"['medic', 'mission', 'nigeria']"
0,"['forget', 'tell', 'want', 'need', 'crave', 'love', 'sweet', 'arabian', 'steed', 'mmmmmm', 'yummi']"
0,"['hi', 'msg', 'offic']"
0,"['u', 'come', 'funer', 'home']"
0,"['head', 'straight']"
0,"['see', 'messag', 'r', 'u', 'leav', 'congrat', 'dear', 'school', 'wat', 'r', 'ur', 'plan']"
0,"['although', 'told', 'u', 'dat', 'baig', 'face', 'watch', 'realli', 'like', 'e', 'watch', 'u', 'gave', 'co', 'fr', 'thanx', 'everyth', 'dat', 'u', 'done', 'today', 'touch']"
1,"['dear', 'voucher', 'holder', 'claim', 'week', 'offer', 'pc', 'pleas', 'go', 'http', 'ts', 'cs', 'appli']"
0,"['everi', 'monday', 'nxt', 'week', 'vl', 'complet']"
0,"['sweet', 'heart']"
0,"['reach', 'ur', 'home', 'lt', 'gt', 'minut']"
0,"['haha', 'get', 'use', 'drive', 'usf', 'man', 'know', 'lot', 'stoner']"
0,"['askd', 'u', 'knw', 'tht']"
0,"['anyway', 'go', 'shop', 'co', 'si', 'done', 'yet', 'dun', 'disturb', 'u', 'liao']"
1,"['attempt', 'contact', 'u', 'u']"
0,"['hey', 'happi', 'birthday']"
0,"['bring', 'tat', 'cd', 'forget']"
0,"['know', 'shall', 'speak', 'lt', 'gt', 'minut']"
0,"['thank', 'understand', 'tri', 'tell', 'sura']"
0,"['sure', 'result', 'offer']"
0,"['go', 'buy', 'wif', 'meet', 'later']"
0,"['hcl', 'chennai', 'requir', 'fresher', 'voic', 'english', 'upto', 'lt', 'gt', 'lt', 'gt', 'telephon', 'interview']"
0,"['one', 'joy', 'lifei', 'wake', 'daywith', 'thought', 'somewheresomeon', 'care', 'enough', 'tosend', 'warm', 'morn', 'greet']"
0,"['sister', 'go', 'earn', 'da']"
0,"['dunno', 'lei', 'thk', 'mum', 'lazi', 'go', 'neva', 'ask', 'yet']"
0,['normal']
0,"['ok', 'great', 'thanx', 'lot']"
0,"['shall', 'get', 'pouch']"
0,"['carlo', 'take', 'sweet', 'time', 'usual', 'let', 'know', 'patti', 'smoke', 'tell', 'haul', 'ass']"
0,"['get', 'ten', 'billion', 'call', 'text', 'help', 'god']"
0,"['blank', 'blank', 'wat', 'blank', 'lol']"
0,"['want', 'custom', 'offic', 'discount', 'oh']"
0,"['almost', 'see', 'u', 'sec']"
0,"['reach', 'offic', 'around', 'lt', 'decim', 'gt', 'amp', 'mobil', 'problem', 'get', 'voic', 'call', 'asa', 'free']"
0,"['yeah', 'get', 'unlimit']"
0,"['yup', 'ok', 'thanx']"
1,"['u', 'r', 'winner', 'u', 'ave', 'special', 'select', 'receiv', 'cash', 'holiday', 'flight', 'inc', 'speak', 'live', 'oper', 'claim']"
0,"['hi', 'probabl', 'much', 'fun', 'get', 'messag', 'thought', 'id', 'txt', 'u', 'co', 'im', 'bore', 'jame', 'fart', 'night']"
0,"['got', 'salt', 'rub', 'open', 'wound', 'like']"
0,"['ok', 'bag']"
0,"['gim', 'lt', 'gt', 'minut', 'ago']"
1,"['sm', 'auction', 'nokia', 'get', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia']"
0,['channel']
1,"['free', 'video', 'camera', 'phone', 'half', 'price', 'line', 'rental', 'mth', 'cross', 'ntwk', 'min', 'txt', 'call']"
0,"['much', 'pay', 'suganya']"
0,"['compliment', 'away', 'system', 'side']"
1,"['latest', 'nokia', 'mobil', 'ipod', 'player', 'proze', 'guarante', 'repli', 'win', 'norcorp']"
